cluster,latitude,longitude,calculatedCourse
0,40.506609753214285,-74.44195122785715,119.96240907127766
1,40.51273807005988,-74.4498239239521,290.22198355473296
2,40.50304331084011,-74.44111768157181,46.058757052138084
3,40.511256416428566,-74.44667709142857,206.91978625347107
4,40.49446730588236,-74.44027194621849,349.70282659578703
5,40.51031716373057,-74.45152332487046,152.87559481395658
6,40.50590384878049,-74.44733354878049,253.23731067921176
7,40.49224158873239,-74.43718147323943,83.87969782751067
8,40.50527639901961,-74.44357641764707,19.735302407534945
9,40.50420834933334,-74.446072882,308.4046209625008
10,40.50859655754717,-74.44082956226416,175.53159162284905
11,40.498526223359576,-74.4437808992126,225.48362437667376
12,40.504776675129534,-74.4483678419689,139.215356730154
13,40.516266512915124,-74.45007429520295,105.38605266489265
14,40.49966504424779,-74.44389460707964,333.40879306304595
15,40.50313551538461,-74.44584508235295,267.7081355010529
16,40.501998524731185,-74.44151495537635,51.80037713803252
17,40.49810318377359,-74.44214786679245,72.3825141431795
18,40.51068619294872,-74.44217287115384,193.72094653157268
19,40.51255945286886,-74.45361606393443,238.2518940945876
20,40.511587998378374,-74.44856649027027,281.06330522342404
21,40.50205000746527,-74.43983453003472,299.4431001031539
22,40.505310973,-74.449190317,4.626457318872186
23,40.50250111735537,-74.44682249173555,144.53162309036384
24,40.507006737837834,-74.4424660027027,34.40885953524295
25,40.506623772,-74.4445767256,170.328211146813
26,40.498618836842105,-74.44304561052631,319.8160811579372
27,40.50104101788618,-74.44236458373985,94.70330162874947
28,40.49526896551724,-74.44345228965518,185.8420700821141
29,40.506798444387755,-74.44773141836735,129.79434783217755
30,40.49893035870968,-74.44212499483871,342.7706332701843
31,40.513155183892614,-74.44660508255033,109.26469095677444
32,40.50146173064516,-74.44408327311828,165.16639989281467
33,40.51222636146342,-74.44729037707317,220.07786734420557
34,40.50364336860465,-74.44542949476744,261.54327075175416
35,40.49839215714286,-74.44010594761906,64.73404189623366
36,40.50756430783132,-74.44144163253013,41.16181966990967
37,40.51858895517241,-74.45050243260188,286.28306405254506
38,40.5021587228972,-74.44455015093459,303.3185169562703
39,40.5073643398844,-74.44944221907514,274.5131162654289
40,40.49474306352941,-74.44096208,356.3562655597919
41,40.510042165806446,-74.45088214129032,245.00759156556822
42,40.49892129141414,-74.44075457373738,77.46132923502098
43,40.501443052517985,-74.44433339136691,314.0855588768541
44,40.50427409777778,-74.44385910851852,115.32347136590899
45,40.5089226,-74.44525632878788,200.65732804284275
46,40.513363847777775,-74.44720496222222,214.41647215437516
47,40.50406975312,-74.44959076608001,134.7108965763242
48,40.49992753652393,-74.44474580025188,294.64057742284746
49,40.498543376111115,-74.44090268222222,89.4434495526278
50,40.509790065322576,-74.44440678709678,27.322321152965
51,40.50316781055556,-74.44408073277778,57.83550961658068
52,40.499515738271604,-74.44326914382715,326.073628138141
53,40.50740478481013,-74.44676143417722,12.919098662641792
54,40.51296814162163,-74.44673262162162,101.03627957081946
55,40.50369389896373,-74.44577694715026,124.7919326435131
56,40.509412484496124,-74.45138345116278,231.33799722362298
57,40.50180488007519,-74.44708244699248,148.09627694125584
58,40.5076242035503,-74.44482431420118,180.37877365992338
59,40.50867575095541,-74.44980769299363,158.6753877118782
