cluster,latitude,longitude,calculatedCourse
0,40.501001072117795,-74.43980512199248,165.82753667510173
1,40.500098014770316,-74.44409483181475,302.639569175545
2,40.50475992292089,-74.44214237403651,53.7394861784115
3,40.48957686456693,-74.43929389389764,226.07528718324318
4,40.50181221908118,-74.43901298298853,115.74153808045511
5,40.497284363192904,-74.44036415565411,326.90765741705417
6,40.506813561439586,-74.443970674036,14.776760717674359
7,40.506191506250005,-74.44591327115384,277.7343162737937
8,40.50813043652174,-74.44062599630435,193.89275485940055
9,40.503970141976396,-74.44045332656223,140.42392418740815
10,40.504656329012874,-74.43956654583691,44.20449026656104
11,40.509311016473994,-74.43981444248556,88.16550744132961
12,40.49769029472973,-74.44007937878378,345.77702455214813
13,40.512997310416665,-74.44618024270834,260.55006931419376
14,40.51523156328413,-74.44366412615621,101.7253635591685
15,40.5043002219963,-74.44046544842884,209.77653618886688
16,40.50379088191594,-74.4430734742087,291.5807429314098
17,40.50967535430862,-74.44298737114228,28.879738618034413
18,40.4992503636704,-74.44147657185808,123.18456278310221
19,40.50975396028226,-74.4396892889113,178.30289252850355
20,40.509018252448975,-74.44723851346939,236.8272583987094
21,40.49751511108434,-74.44083285277108,314.0398860463566
22,40.50076685343915,-74.43989265273368,147.36926928746306
23,40.51113008168168,-74.43855867897898,72.10345094552542
24,40.50420984617117,-74.44598284414414,5.515116546385342
25,40.50227101982943,-74.43949713965885,153.24375772898563
26,40.51506057140957,-74.43854775079788,110.57954379939068
27,40.50359333111111,-74.4412005247619,271.2878995361553
28,40.49486459764454,-74.4400215901499,295.7289548807256
29,40.5081535019305,-74.44100582741314,201.91381740184056
30,40.49892173481894,-74.4412881810585,339.2865533049728
31,40.50367663394495,-74.43845128428899,216.81657575728198
32,40.50868348282828,-74.44232673299663,34.80633953274716
33,40.500158459133125,-74.44249400340557,354.8431570752194
34,40.49199997575758,-74.43905720767677,222.32479644923862
35,40.51580164355887,-74.44651834143957,283.2455738752751
36,40.508433300945185,-74.44458201304347,57.96708787797097
37,40.50179504300518,-74.44037122487047,127.96076078341058
38,40.50796872363637,-74.43886649515152,80.24149264382953
39,40.50203228762036,-74.44056424222833,49.53574017714732
40,40.5094635778022,-74.44411188989011,22.217889599783593
41,40.50520896279527,-74.44070083070865,133.97911438044426
42,40.499822743548386,-74.43770223467742,244.61721564755737
43,40.503985330111526,-74.43946061245353,171.39040934818357
44,40.507592986956524,-74.44395532300724,185.71470922854996
45,40.5027632736501,-74.44009164946004,159.58897553155384
46,40.500473464077665,-74.44147940194175,308.03606833967086
47,40.506864006076285,-74.44002960370798,299.45308386096565
48,40.50982808112094,-74.44293170353983,95.91991311268124
49,40.50288920750605,-74.44366635302663,231.15762767164287
50,40.509539944,-74.44462669155556,265.75619058490963
51,40.50636515288754,-74.43905843951369,64.32175598638325
52,40.49498866707022,-74.44106174334141,319.95288991041366
53,40.50674157534049,-74.43885920456484,119.60315107946404
54,40.51731460002967,-74.44275989102225,106.1892723691758
55,40.501783122325584,-74.43757879953488,252.6898850349554
56,40.50996031096774,-74.44201697896774,40.320115961789185
57,40.4927826931342,-74.43848200795941,46.53093573609658
58,40.499876670572206,-74.44129342261581,332.84641761716483
59,40.51993874942639,-74.4473240582218,287.076633888542
