cluster,latitude,longitude,calculatedCourse
0,40.518765180937415,-74.45788749576735,290.0711142826277
1,40.514978888028956,-74.45837134085521,107.34118208142037
2,40.51847798114446,-74.46078265762692,222.98748800059485
3,40.517966487589284,-74.45857261741071,54.59504184676069
4,40.506699042433866,-74.45257691259259,138.05689135640193
5,40.51786848077437,-74.45638994646194,312.64646131030247
6,40.515999994594594,-74.4566944012285,20.594375351158636
7,40.518086280930234,-74.46068177976744,253.63313045879676
8,40.51533658662614,-74.45777765501519,164.84637114409614
9,40.5131018286533,-74.45486004097421,338.6446228899125
10,40.51072194710366,-74.45512645746952,76.55422855264611
11,40.514031657204896,-74.45763174503364,199.7275693302165
12,40.51468871446541,-74.45850648522013,236.59330780102562
13,40.514441947583045,-74.45619874964014,119.17213438142535
14,40.51492613233695,-74.45625398016304,355.3065877686706
15,40.51637651140065,-74.45736217785016,269.83415240214424
16,40.51767593841167,-74.45875463079418,153.62189360837166
17,40.5139851797077,-74.45613431792175,324.3765678672409
18,40.5126610174772,-74.4542391594225,294.9537766333026
19,40.5157413762353,-74.45695031129412,35.38744218320082
20,40.51360402199489,-74.4568838263427,4.322184888252268
21,40.512791968367345,-74.45816782831633,185.21094471397436
22,40.51631605064695,-74.46065812144177,211.91812871702635
23,40.5138120764788,-74.45949384542767,87.10435360631429
24,40.51244421296781,-74.45516416607444,66.07017492898908
25,40.50688912028136,-74.4526140810082,130.76874919033202
26,40.514721381025645,-74.45749667538462,281.0466390537913
27,40.51730686095552,-74.45992433459638,229.61459297729243
28,40.51039909938589,-74.45302783788658,302.3161290453666
29,40.516003081384945,-74.46145316729462,259.21160701242013
30,40.515747941916175,-74.4566897518962,43.12946946604876
31,40.51191500860723,-74.45529948111326,95.83909066331631
32,40.51457650834782,-74.45681377756522,143.5003745017248
33,40.514565469041095,-74.45560226849315,346.86859873955177
34,40.515327024079156,-74.4567623968496,12.119753853159493
35,40.513251946902656,-74.45642228672567,113.0555503042191
36,40.51374561023392,-74.45770081023392,171.67369505955133
37,40.517119673572594,-74.45744707145188,49.883114188744216
38,40.51748156052965,-74.45940701882209,158.70214264520064
39,40.51232117310316,-74.45524298319134,125.2486804372421
40,40.50461276382775,-74.44962201636365,72.40619287897837
41,40.51562247429572,-74.45936544461286,241.5777512065169
42,40.51698632238095,-74.45652155309524,28.43945404907526
43,40.51388654730159,-74.45762521492063,192.35374896968708
44,40.51712345398374,-74.45814651626016,148.8433613645733
45,40.517885188901225,-74.46191159611543,216.2793511880397
46,40.51401738853333,-74.45743514773334,178.86438708733357
47,40.52038151692592,-74.45962370269444,286.13637972927717
48,40.51589539982488,-74.45625564271032,59.26912054118497
49,40.51801510033557,-74.45670737734899,318.4031082553662
50,40.51611172507235,-74.45588248802412,307.44888828643525
51,40.50718102773288,-74.4504013518242,332.05863397559347
52,40.508022457430485,-74.45154462032599,298.6908026505939
53,40.516516669951926,-74.45892024014424,206.37183804240235
54,40.5032969486781,-74.45106084679834,134.71756640257573
55,40.51206320669145,-74.45627088339529,102.33968044712225
56,40.51610096268907,-74.4615307559916,264.45172573916966
57,40.51327472254335,-74.45693106647398,275.7617968648939
58,40.51420036170213,-74.4594608856383,82.15278254633044
59,40.51914244951076,-74.46109733483365,247.21846226491928
