cluster,latitude,longitude,calculatedCourse
0,40.51531578995585,-74.44414083410597,158.25423313377223
1,40.51907414228027,-74.44703693947689,282.6164092721046
2,40.509682113994906,-74.44406250826972,68.55880672508542
3,40.517414515364806,-74.44103396060086,214.04057252733963
4,40.51183437335319,-74.44565980935405,125.6404260409881
5,40.50544469000789,-74.44651342020644,332.78053986245055
6,40.51951120278397,-74.44596205879732,30.463569038626375
7,40.509836526923074,-74.4472887634188,303.9735382569633
8,40.51357825139476,-74.44605004273065,97.08289863708413
9,40.515525871970496,-74.446061928451,186.50218939503299
10,40.51398170782881,-74.44970180824635,232.81113585406015
11,40.505256135700876,-74.44877164086883,137.78506672997693
12,40.5195181444796,-74.44449067193071,50.23300185434236
13,40.51335968918919,-74.44840353369369,10.827600862707826
14,40.516235666062926,-74.44633470381082,102.82010484184953
15,40.519595368763106,-74.44906405314465,261.55111544931236
16,40.50946931688834,-74.44726627833865,296.3357176187715
17,40.51261213861784,-74.4486487198569,355.5541558060222
18,40.51626429637913,-74.44416326613418,193.7402836114301
19,40.51654019993724,-74.44278369562133,112.21200889351492
20,40.51611952537155,-74.4438725170913,166.2226978100424
21,40.51120695719008,-74.44703242611571,322.0369581476606
22,40.51632295630397,-74.44418517176166,225.97641367901002
23,40.51369719483014,-74.44354508818316,83.40703419294742
24,40.52153230715938,-74.44428709280133,41.057841417219045
25,40.51356579751235,-74.44634556264876,291.81879255211607
26,40.51063503274933,-74.45124486448788,238.48661472659475
27,40.50284973196633,-74.44984845565902,134.5661987855505
28,40.51724707888199,-74.44161433716357,173.95612947206865
29,40.5168151956621,-74.44358896175798,200.67403848245033
30,40.517205468530946,-74.44888152110366,56.83086294603231
31,40.511186092169815,-74.44657935424529,143.62734858499468
32,40.51780055580419,-74.44658770657342,268.8478951299244
33,40.518267682117646,-74.44701926929412,24.582860857007777
34,40.511667268716096,-74.44891166455697,347.7945547435206
35,40.51265213547926,-74.45152667010014,4.236803776608093
36,40.51922598454259,-74.44066506870662,120.49743132094427
37,40.50325665204795,-74.44519768456544,72.94859181089868
38,40.517476194164296,-74.44397535072952,107.45955339174802
39,40.51344649108353,-74.44393546454188,299.4706005106638
40,40.51770721583453,-74.44052909194008,219.8776486112555
41,40.514393475336156,-74.44475897995122,150.65941931414315
42,40.51227856014363,-74.44461246660683,245.5691843590425
43,40.516621936594916,-74.44336224706458,207.578715021799
44,40.512658023218094,-74.45082193427059,275.92919012623923
45,40.520006155255544,-74.4451621132112,36.065374839817274
46,40.50725341683107,-74.44761952379778,130.58952036406117
47,40.513822622366284,-74.44342398476499,63.15150836378296
48,40.511416097425474,-74.44670249146341,310.09851508258515
49,40.514968790396665,-74.44283184530272,253.58760858222507
50,40.51750986364234,-74.44190705248388,117.03132569797893
51,40.511424172673564,-74.44380603500738,77.63894545865669
52,40.517890973118284,-74.44803296905616,17.874774334584785
53,40.51064243587022,-74.44797844901497,315.93814498341067
54,40.52239296748307,-74.4416568975533,45.257418007126724
55,40.51031104509425,-74.44683241187539,327.7313615314312
56,40.52203566602099,-74.44791400924133,286.93702567477186
57,40.5160724985641,-74.44379713220513,180.10801750281317
58,40.514417521437124,-74.44392684419162,90.15258363035767
59,40.511462887593986,-74.44758452368421,339.9460421611913
